,Washington FLL Eastern Spokane Qualifier Saturday,Washington FLL Eastern Spokane Qualifier Sunday,Washington FLL Central South Pasco Qualifier ,Washington FLL Central South Tri-Cities Qualifier Saturday,Washington FLL Eastside Issaquah Sunday,Washington FLL North Sound Snohomish Qualifier Saturday,Washington FLL North Sound Snohomish Qualifier Sunday,Washington FLL North Sound Everett Qualifier Saturday ,Washington FLL North Sound Everett Qualifier Sunday,Washington FLL Eastside Bellevue Qualifier Saturday,Washington FLL Eastside Bellevue Qualifier Sunday ,Washington FLL South Federal Way Qualifier Saturday,Washington FLL South Federal Way Qualifier Sunday ,Washington FLL South Sound Tacoma Qualifier Sunday 
47029,451.7868880829986,451.7868880829986,269.4888998445937,263.97122756552835,193.8997491926795,232.2841040440567,232.2841040440567,235.33258518525665,235.33258518525665,204.41240884766694,204.41240884766694,170.15211140010828,170.15211140010828,162.17131583424683
60970,368.4021130863102,368.4021130863102,267.57610958036827,266.06099629357254,9.979730163336122,30.57139456745016,30.57139456745016,36.497739028281266,36.497739028281266,13.365998489909126,13.365998489909126,35.23792095954198,35.23792095954198,49.522448500784975
15417,382.47443640268307,382.47443640268307,297.2769509856295,296.2337055016549,46.37485163070469,8.953428851997279,8.953428851997279,0.0,0.0,31.06328667896444,31.06328667896444,65.22940223905547,65.22940223905547,74.58704849317263
3840,382.47443640268307,382.47443640268307,297.2769509856295,296.2337055016549,46.37485163070469,8.953428851997279,8.953428851997279,0.0,0.0,31.06328667896444,31.06328667896444,65.22940223905547,65.22940223905547,74.58704849317263
25208,382.47443640268307,382.47443640268307,297.2769509856295,296.2337055016549,46.37485163070469,8.953428851997279,8.953428851997279,0.0,0.0,31.06328667896444,31.06328667896444,65.22940223905547,65.22940223905547,74.58704849317263
18784,382.47443640268307,382.47443640268307,297.2769509856295,296.2337055016549,46.37485163070469,8.953428851997279,8.953428851997279,0.0,0.0,31.06328667896444,31.06328667896444,65.22940223905547,65.22940223905547,74.58704849317263
55771,375.2457536464884,375.2457536464884,278.3719876495206,276.9559453779116,21.148508978665472,20.82438628179885,20.82438628179885,25.430060343476555,25.430060343476555,8.87653278802645,8.87653278802645,41.633753253984914,41.633753253984914,53.610728818862164
10695,451.7868880829986,451.7868880829986,269.4888998445937,263.97122756552835,193.8997491926795,232.2841040440567,232.2841040440567,235.33258518525665,235.33258518525665,204.41240884766694,204.41240884766694,170.15211140010828,170.15211140010828,162.17131583424683
56229,373.1998480824929,373.1998480824929,246.87763163534788,244.32083246528444,38.557426840855726,78.48027323211811,78.48027323211811,83.18597723838035,83.18597723838035,52.64043539517793,52.64043539517793,23.283371817625277,23.283371817625277,32.20664003845684
55982,368.82786884952884,368.82786884952884,271.52051007888224,270.1326960930074,16.677687587109823,23.87612640276463,23.87612640276463,30.12143025307977,30.12143025307977,13.087081595970819,13.087081595970819,41.09314058056434,41.09314058056434,54.601453426045296
21393,201.02081395124915,201.02081395124915,0.0,6.486169798610101,260.87480413482064,288.4529683387687,288.4529683387687,297.2769509856295,297.2769509856295,280.30173596421554,280.30173596421554,268.0098955334236,268.0098955334236,279.03361898141503
62521,212.04455526422026,212.04455526422026,21.795025889698994,19.474495889696854,239.72526134121887,268.0207160238101,268.0207160238101,276.8011242235286,276.8011242235286,259.2214909331377,259.2214909331377,246.41487802327615,246.41487802327615,257.3240835141653
63200,399.27113940246767,399.27113940246767,267.23719317571073,264.28026187805636,55.336244713137425,90.16516276276135,90.16516276276135,92.53263398115142,92.53263398115142,61.92689688153816,61.92689688153816,28.066891469601707,28.066891469601707,20.187470674432035
53765,390.17206876119275,390.17206876119275,271.6696779506221,269.32602971905027,30.014458425036246,62.007474014772946,62.007474014772946,64.44080868504086,64.44080868504086,33.751568870167425,33.751568870167425,3.6841363803673253,3.6841363803673253,14.014786782516365
53769,390.17206876119275,390.17206876119275,271.6696779506221,269.32602971905027,30.014458425036246,62.007474014772946,62.007474014772946,64.44080868504086,64.44080868504086,33.751568870167425,33.751568870167425,3.6841363803673253,3.6841363803673253,14.014786782516365
53776,390.17206876119275,390.17206876119275,271.6696779506221,269.32602971905027,30.014458425036246,62.007474014772946,62.007474014772946,64.44080868504086,64.44080868504086,33.751568870167425,33.751568870167425,3.6841363803673253,3.6841363803673253,14.014786782516365
